"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"12113","5","111920","78","0","2023","A","N","Santa Rosa County, Florida","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,"N",6.17,0,0,0,0,0,0,"N",-1,-14.3,0,0,0,0,0,0,0,0,0,0,0,0
"13000","5","111920","58","0","2023","A","","Georgia -- Statewide","Private","NAICS 111920 Cotton farming","State, NAICS 6-digit -- by ownership sector","All establishment sizes",180,804,31530115,9463372,61079,754,39229,"",2.18,2.63,2.43,3.41,2.01,0.92,0.93,"",-7,-3.7,-1,-0.1,982372,3.2,-327639,-3.3,-4066,-6.2,25,3.4,1297,3.4
"13001","5","111920","78","0","2023","A","N","Appling County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",9.18,0,0,0,0,0,0,"N",-2,-66.7,0,0,0,0,0,0,0,0,0,0,0,0
"13003","5","111920","78","0","2023","A","N","Atkinson County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",36.37,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13005","5","111920","78","0","2023","A","N","Bacon County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",32.02,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"13007","5","111920","78","0","2023","A","N","Baker County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",140.04,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"13015","5","111920","78","0","2023","A","N","Bartow County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.60,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13017","5","111920","78","0","2023","A","N","Ben Hill County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",12.19,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13019","5","111920","78","0","2023","A","N","Berrien County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",29.32,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13027","5","111920","78","0","2023","A","","Brooks County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",7,39,1296534,417037,410,637,33103,"",102.63,181.09,204.26,221.34,28.48,1.12,1.12,"",0,0.0,-1,-2.5,21313,1.7,-51212,-10.9,-408,-49.9,29,4.8,1486,4.7
"13031","5","111920","78","0","2023","A","","Bulloch County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",8,28,1259896,437522,2597,853,44337,"",19.50,15.91,25.68,32.11,20.09,1.59,1.59,"",1,14.3,2,7.7,180214,16.7,15191,3.6,1319,103.2,52,6.5,2677,6.4
"13033","5","111920","78","0","2023","A","N","Burke County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,"N",37.01,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13037","5","111920","78","0","2023","A","","Calhoun County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,8,363869,87000,52,840,43664,"",109.10,104.31,173.20,159.19,10.47,1.59,1.59,"",0,0.0,3,60.0,106387,41.3,34076,64.4,30,136.4,-134,-13.8,-6988,-13.8
"13043","5","111920","78","0","2023","A","N","Candler County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",16.70,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13061","5","111920","78","0","2023","A","N","Clay County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",64.27,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13069","5","111920","78","0","2023","A","N","Coffee County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",7,0,0,0,0,0,0,"N",31.37,0,0,0,0,0,0,"N",1,16.7,0,0,0,0,0,0,0,0,0,0,0,0
"13071","5","111920","78","0","2023","A","","Colquitt County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",7,35,1335724,359841,1789,725,37715,"",27.37,35.47,48.60,48.84,25.46,1.35,1.35,"N",-1,-12.5,0,0,0,0,0,0,0,0,0,0,0,0
"13075","5","111920","78","0","2023","A","","Cook County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,18,536230,174183,2609,584,30353,"",45.66,60.93,67.16,76.03,116.15,1.12,1.12,"",-1,-20.0,0,0.0,18898,3.7,6884,4.1,145,5.9,31,5.6,1612,5.6
"13081","5","111920","78","0","2023","A","","Crisp County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,19,665268,138993,83,688,35799,"",21.13,33.73,40.17,32.69,1.77,1.22,1.22,"",-1,-25.0,6,46.2,163299,32.5,-4953,-3.4,-96,-53.6,-69,-9.1,-3571,-9.1
"13087","5","111920","78","0","2023","A","","Decatur County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,46,1740278,504358,1307,722,37560,"",29.51,85.13,116.33,120.57,32.12,1.35,1.36,"",0,0.0,-24,-34.3,-1020718,-37.0,-312042,-38.2,-1304,-49.9,-41,-5.4,-2119,-5.3
"13091","5","111920","78","0","2023","A","N","Dodge County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",12.41,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"13093","5","111920","78","0","2023","A","N","Dooly County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",8,0,0,0,0,0,0,"N",157.70,0,0,0,0,0,0,"N",-2,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"13095","5","111920","78","0","2023","A","N","Dougherty County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.76,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13099","5","111920","78","0","2023","A","","Early County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",6,28,1371254,302599,861,931,48397,"",97.40,116.99,168.07,177.38,41.02,1.42,1.42,"",0,0.0,-1,-3.4,74627,5.8,-16922,-5.3,148,20.8,64,7.4,3297,7.3
"13107","5","111920","78","0","2023","A","N","Emanuel County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",9.84,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13109","5","111920","78","0","2023","A","N","Evans County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",16.23,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13121","5","111920","78","0","2023","A","N","Fulton County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.07,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"13131","5","111920","78","0","2023","A","N","Grady County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",16.01,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13153","5","111920","78","0","2023","A","","Houston County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,17,943833,202787,1249,1084,56348,"",5.42,4.10,6.48,7.86,4.83,1.60,1.60,"",0,0.0,0,0.0,122242,14.9,-467,-0.2,1169,1461.2,131,13.7,6805,13.7
"13155","5","111920","78","0","2023","A","N","Irwin County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",27.44,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13161","5","111920","78","0","2023","A","N","Jeff Davis County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",16.76,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13163","5","111920","78","0","2023","A","N","Jefferson County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",11.79,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13165","5","111920","78","0","2023","A","N","Jenkins County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",36.37,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13173","5","111920","78","0","2023","A","N","Lanier County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",35.27,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"13177","5","111920","78","0","2023","A","N","Lee County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",7.73,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13185","5","111920","78","0","2023","A","N","Lowndes County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.38,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13193","5","111920","78","0","2023","A","N","Macon County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",39.93,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13201","5","111920","78","0","2023","A","N","Miller County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",79.97,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13205","5","111920","78","0","2023","A","","Mitchell County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",12,63,2216098,768925,5246,681,35410,"",111.92,148.89,197.62,235.32,109.55,1.34,1.34,"",-2,-14.3,1,1.6,-83120,-3.6,2136,0.3,-1612,-23.5,-37,-5.2,-1925,-5.2
"13209","5","111920","78","0","2023","A","N","Montgomery County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",31.70,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13219","5","111920","78","0","2023","A","N","Oconee County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",3.04,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13225","5","111920","78","0","2023","A","N","Peach County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",7.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13235","5","111920","78","0","2023","A","N","Pulaski County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",39.59,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13243","5","111920","78","0","2023","A","","Randolph County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,18,605823,204370,7937,635,33045,"",106.02,155.30,203.25,223.24,840.81,1.28,1.28,"",1,33.3,-1,-5.3,37423,6.6,15253,8.1,2701,51.6,62,10.8,3260,10.9
"13251","5","111920","78","0","2023","A","N","Screven County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",15.74,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"13253","5","111920","78","0","2023","A","","Seminole County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,11,441398,140355,84,749,38947,"",80.20,70.86,114.28,118.08,6.02,1.56,1.57,"",0,0.0,-1,-8.3,9722,2.3,16403,13.2,-286,-77.3,67,9.8,3467,9.8
"13259","5","111920","78","0","2023","A","N","Stewart County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",48.37,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13261","5","111920","78","0","2023","A","","Sumter County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,27,1109791,319574,2037,793,41231,"",30.86,40.76,57.90,62.23,39.51,1.42,1.42,"",2,66.7,12,80.0,492341,79.7,100510,45.9,-1267,-38.3,19,2.5,963,2.4
"13267","5","111920","78","0","2023","A","N","Tattnall County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",22.23,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13273","5","111920","78","0","2023","A","","Terrell County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",9,36,1441511,630123,3051,763,39675,"",177.41,257.13,382.13,547.54,181.86,1.47,1.47,"",0,0.0,-2,-5.3,52969,3.8,34768,5.8,-28,-0.9,51,7.2,2647,7.1
"13275","5","111920","78","0","2023","A","","Thomas County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",9,57,2498429,651284,4218,840,43704,"",24.14,42.57,55.49,61.54,49.55,1.30,1.30,"",0,0.0,8,16.3,177379,7.6,33594,5.4,-663,-13.6,-77,-8.4,-3989,-8.4
"13277","5","111920","78","0","2023","A","","Tift County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",9,34,1275006,404404,284,721,37500,"",33.91,24.01,30.09,37.03,2.76,1.25,1.25,"",0,0.0,-4,-10.5,-66191,-4.9,-38779,-8.8,-1705,-85.7,45,6.7,2359,6.7
"13279","5","111920","78","0","2023","A","N","Toombs County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",5.96,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13287","5","111920","78","0","2023","A","N","Turner County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",21.13,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13289","5","111920","78","0","2023","A","N","Twiggs County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",37.83,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13305","5","111920","78","0","2023","A","N","Wayne County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,"N",34.05,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13307","5","111920","78","0","2023","A","N","Webster County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",101.99,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13315","5","111920","78","0","2023","A","","Wilcox County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,13,485350,132639,2162,737,38317,"",119.27,179.65,275.45,331.03,681.60,1.57,1.57,"",0,0.0,-1,-7.1,53934,12.5,-38727,-22.6,23,1.1,148,25.1,7684,25.1
"13321","5","111920","78","0","2023","A","","Worth County, Georgia","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",12,32,1545956,424441,1722,931,48437,"",150.13,170.20,323.43,328.96,141.98,1.90,1.91,"",-1,-7.7,0,0.0,118683,8.3,-55989,-11.7,-1216,-41.4,62,7.1,3246,7.2
"20000","5","111920","58","0","2023","A","","Kansas -- Statewide","Private","NAICS 111920 Cotton farming","State, NAICS 6-digit -- by ownership sector","All establishment sizes",4,8,519974,131081,224,1224,63670,"",0.19,0.09,0.16,0.09,0.02,1.74,1.74,"",0,0.0,-8,-50.0,2819,0.5,-42867,-24.6,-124,-35.6,582,90.7,30305,90.8
"20035","5","111920","78","0","2023","A","N","Cowley County, Kansas","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",5.92,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20151","5","111920","78","0","2023","A","N","Pratt County, Kansas","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",12.54,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20173","5","111920","78","0","2023","A","N","Sedgwick County, Kansas","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20189","5","111920","78","0","2023","A","N","Stevens County, Kansas","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",23.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"22000","5","111920","58","0","2023","A","","Louisiana -- Statewide","Private","NAICS 111920 Cotton farming","State, NAICS 6-digit -- by ownership sector","All establishment sizes",39,144,5448208,1276188,26690,729,37923,"",1.19,1.20,1.22,1.48,2.33,1.02,1.02,"",-2,-4.9,-21,-12.7,-482076,-8.1,-255882,-16.7,-5644,-17.5,40,5.8,2072,5.8
"22009","5","111920","78","0","2023","A","N","Avoyelles Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",5.15,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"22015","5","111920","78","0","2023","A","N","Bossier Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.32,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"22017","5","111920","78","0","2023","A","N","Caddo Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,"N",2.36,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"22021","5","111920","78","0","2023","A","N","Caldwell Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",20.22,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"22025","5","111920","78","0","2023","A","N","Catahoula Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",34.75,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"22029","5","111920","78","0","2023","A","","Concordia Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,15,447949,123331,1490,571,29698,"",47.87,44.55,47.24,57.27,43.18,1.05,1.05,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"22031","5","111920","78","0","2023","A","N","De Soto Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",7.33,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"22035","5","111920","78","0","2023","A","","East Carroll Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,10,286065,75691,2322,546,28370,"",107.23,108.55,122.32,112.20,195.28,1.12,1.12,"",1,33.3,0,0.0,-2360,-0.8,-5580,-6.9,-380,-14.1,-4,-0.7,-234,-0.8
"22041","5","111920","78","0","2023","A","N","Franklin Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",9.69,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"22067","5","111920","78","0","2023","A","N","Morehouse Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",16.12,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"22073","5","111920","78","0","2023","A","N","Ouachita Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",1.77,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"22079","5","111920","78","0","2023","A","N","Rapides Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",2.31,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"22083","5","111920","78","0","2023","A","N","Richland Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",16.76,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"22107","5","111920","78","0","2023","A","N","Tensas Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",10,0,0,0,0,0,0,"N",350.11,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"22123","5","111920","78","0","2023","A","N","West Carroll Parish, Louisiana","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",20.85,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"27000","5","111920","58","0","2023","A","N","Minnesota -- Statewide","Private","NAICS 111920 Cotton farming","State, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.02,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"27999","5","111920","78","0","2023","A","N","Unknown Or Undefined, Minnesota","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.12,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"28000","5","111920","58","0","2023","A","","Mississippi -- Statewide","Private","NAICS 111920 Cotton farming","State, NAICS 6-digit -- by ownership sector","All establishment sizes",143,603,24327562,10106254,274359,776,40355,"",7.69,8.15,10.68,12.20,76.79,1.31,1.31,"",-4,-2.7,-24,-3.8,711852,3.0,-137,0.0,-20605,-7.0,52,7.2,2690,7.1
"28011","5","111920","78","0","2023","A","","Bolivar County, Mississippi","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,15,1030818,228404,3600,1307,67966,"",27.96,22.18,56.62,30.51,84.96,2.52,2.52,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"28017","5","111920","78","0","2023","A","N","Chickasaw County, Mississippi","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",25.22,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"28021","5","111920","78","0","2023","A","N","Claiborne County, Mississippi","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",33.27,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"28027","5","111920","78","0","2023","A","N","Coahoma County, Mississippi","Private","NAICS 111920 Cotton farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",27,0,0,0,0,0,0,"N",212.89,0,0,0,0,0,0,"N",-1,-3.6,0,0,0,0,0,0,0,0,0,0,0,0
